"HomeScore Units Export"
""
"Property=.all"
"Property","Status","Unit Number","Year"
"The Balmoral","Occupied No Notice","""311""","2020"
"The Balmoral","Occupied No Notice","""312""","2020"
"The Balmoral","Occupied No Notice","""314""","2020"
"The Balmoral","Occupied No Notice","""315""","2020"
"The Balmoral","Occupied No Notice","""316""","2020"
"The Balmoral","Occupied No Notice","""318""","2020"
"The Balmoral","Occupied No Notice","""320""","2020"
"The Balmoral","Occupied No Notice","""322""","2020"
"The Balmoral","Occupied No Notice","""324""","2020"
"The Barrington","Occupied No Notice","""101""","2020"
"The Barrington","Occupied No Notice","""102""","2020"
"The Barrington","Vacant Rented Ready","""103""","2020"
"The Barrington","Occupied No Notice","""104""","2020"
"The Barrington","Occupied No Notice","""105""","2020"
"The Barrington","Occupied No Notice","""106""","2020"
"The Barrington","Occupied No Notice","""107""","2020"
"The Barrington","Occupied No Notice","""108""","2020"
"The Barrington","Occupied No Notice","""201""","2020"
"The Barrington","Occupied No Notice","""202""","2020"
"The Barrington","Vacant Rented Not Ready","""203""","2020"
"The Barrington","Occupied No Notice","""204""","2020"
"The Barrington","Occupied No Notice","""205""","2020"
"The Barrington","Occupied No Notice","""206""","2020"
"The Barrington","Vacant Unrented Not Ready","""207""","2020"
"The Barrington","Occupied No Notice","""208""","2020"
"The Barrington","Occupied No Notice","""301""","2020"
"The Barrington","Vacant Rented Not Ready","""302""","2020"
"The Barrington","Occupied No Notice","""303""","2020"
"The Barrington","Occupied No Notice","""304""","2020"
"The Barrington","Occupied No Notice","""305""","2020"
"The Barrington","Occupied No Notice","""306""","2020"
"The Barrington","Vacant Unrented Not Ready","""307""","2020"
"The Barrington","Occupied No Notice","""308""","2020"
"The Barrington","Occupied No Notice","""B01""","2020"
"The Barrington","Occupied No Notice","""B02""","2020"
"The Continental","Occupied No Notice","""101""","2020"
"The Continental","Occupied No Notice","""102""","2020"
"The Continental","Vacant Unrented Not Ready","""103""","2020"
"The Continental","Occupied No Notice","""104""","2020"
"The Continental","Occupied No Notice","""105""","2020"
"The Continental","Notice Unrented","""106""","2020"
"The Continental","Occupied No Notice","""107""","2020"
"The Continental","Occupied No Notice","""108""","2020"
"The Continental","Occupied No Notice","""110""","2020"
"The Continental","Occupied No Notice","""111""","2020"
"The Continental","Occupied No Notice","""112""","2020"
"The Continental","Notice Unrented","""201""","2020"
"The Continental","Vacant Unrented Not Ready","""202""","2020"
"The Continental","Occupied No Notice","""203""","2020"
"The Continental","Occupied No Notice","""204""","2020"
"The Continental","Occupied No Notice","""205""","2020"
"The Continental","Occupied No Notice","""206""","2020"
"The Continental","Occupied No Notice","""207""","2020"
"The Continental","Occupied No Notice","""208""","2020"
"The Continental","Occupied No Notice","""210""","2020"
"The Continental","Occupied No Notice","""211""","2020"
"The Continental","Occupied No Notice","""212""","2020"
"The Continental","Occupied No Notice","""301""","2020"
"The Continental","Occupied No Notice","""302""","2020"
"The Continental","Occupied No Notice","""303""","2020"
"The Continental","Occupied No Notice","""304""","2020"
"The Continental","Occupied No Notice","""305""","2020"
"The Continental","Occupied No Notice","""306""","2020"
"The Continental","Occupied No Notice","""307""","2020"
"The Continental","Occupied No Notice","""308""","2020"
"The Continental","Occupied No Notice","""310""","2020"
"The Continental","Occupied No Notice","""311""","2020"
"The Continental","Occupied No Notice","""312""","2020"
"The Continental","Occupied No Notice","""401""","2020"
"The Continental","Occupied No Notice","""402""","2020"
"The Continental","Occupied No Notice","""403""","2020"
"The Continental","Occupied No Notice","""404""","2020"
"The Continental","Occupied No Notice","""405""","2020"
"The Continental","Occupied No Notice","""406""","2020"
"The Continental","Occupied No Notice","""407""","2020"
"The Continental","Occupied No Notice","""408""","2020"
"The Continental","Occupied No Notice","""410""","2020"
"The Continental","Occupied No Notice","""411""","2020"
"The Continental","Occupied No Notice","""412""","2020"
"The Continental","Occupied No Notice","""501""","2020"
"The Continental","Occupied No Notice","""502""","2020"
"The Continental","Notice Unrented","""503""","2020"
"The Continental","Occupied No Notice","""504""","2020"
"The Continental","Occupied No Notice","""505""","2020"
"The Continental","Occupied No Notice","""506""","2020"
"The Continental","Occupied No Notice","""507""","2020"
"The Continental","Occupied No Notice","""508""","2020"
"The Continental","Occupied No Notice","""510""","2020"
"The Continental","Occupied No Notice","""511""","2020"
"The Continental","Occupied No Notice","""512""","2020"
"The Continental","Occupied No Notice","""601""","2020"
"The Continental","Occupied No Notice","""602""","2020"
"The Continental","Occupied No Notice","""603""","2020"
"The Continental","Occupied No Notice","""604""","2020"
"The Continental","Occupied No Notice","""605""","2020"
"The Continental","Occupied No Notice","""606""","2020"
"The Continental","Occupied No Notice","""607""","2020"
"The Continental","Occupied No Notice","""608""","2020"
"The Continental","Occupied No Notice","""610""","2020"
"The Continental","Occupied No Notice","""611""","2020"
"The Continental","Occupied No Notice","""612""","2020"
"The Coyle","Occupied No Notice","""102""","2020"
"The Coyle","Occupied No Notice","""103""","2020"
"The Coyle","Occupied No Notice","""104""","2020"
"The Coyle","Occupied No Notice","""105""","2020"
"The Coyle","Occupied No Notice","""106""","2020"
"The Coyle","Occupied No Notice","""107""","2020"
"The Coyle","Occupied No Notice","""108""","2020"
"The Coyle","Occupied No Notice","""201""","2020"
"The Coyle","Occupied No Notice","""202""","2020"
"The Coyle","Occupied No Notice","""203""","2020"
"The Coyle","Occupied No Notice","""204""","2020"
"The Coyle","Occupied No Notice","""205""","2020"
"The Coyle","Occupied No Notice","""206""","2020"
"The Coyle","Occupied No Notice","""207""","2020"
"The Coyle","Occupied No Notice","""208""","2020"
"The Coyle","Occupied No Notice","""301""","2020"
"The Coyle","Occupied No Notice","""302""","2020"
"The Coyle","Occupied No Notice","""303""","2020"
"The Coyle","Occupied No Notice","""304""","2020"
"The Coyle","Occupied No Notice","""305""","2020"
"The Coyle","Occupied No Notice","""306""","2020"
"The Coyle","Occupied No Notice","""307""","2020"
"The Coyle","Occupied No Notice","""308""","2020"
"The Coyle","Occupied No Notice","""A01""","2020"
"The Coyle","Occupied No Notice","""A02""","2020"
"The Coyle","Occupied No Notice","""A03""","2020"
"The Crest","Occupied No Notice","""0101""","2020"
"The Crest","Occupied No Notice","""0102""","2020"
"The Crest","Occupied No Notice","""0103""","2020"
"The Crest","Occupied No Notice","""0104""","2020"
"The Crest","Occupied No Notice","""0105""","2020"
"The Crest","Occupied No Notice","""0110""","2020"
"The Crest","Occupied No Notice","""0201""","2020"
"The Crest","Occupied No Notice","""0202""","2020"
"The Crest","Occupied No Notice","""0203""","2020"
"The Crest","Occupied No Notice","""0204""","2020"
"The Crest","Occupied No Notice","""0205""","2020"
"The Crest","Occupied No Notice","""0206""","2020"
"The Crest","Occupied No Notice","""0207""","2020"
"The Crest","Occupied No Notice","""0208""","2020"
"The Crest","Occupied No Notice","""0209""","2020"
"The Crest","Occupied No Notice","""0210""","2020"
"The Crest","Occupied No Notice","""0301""","2020"
"The Crest","Occupied No Notice","""0302""","2020"
"The Crest","Vacant Rented Ready","""0303""","2020"
"The Crest","Occupied No Notice","""0304""","2020"
"The Crest","Occupied No Notice","""0305""","2020"
"The Crest","Occupied No Notice","""0306""","2020"
"The Crest","Occupied No Notice","""0307""","2020"
"The Crest","Occupied No Notice","""0308""","2020"
"The Crest","Occupied No Notice","""0309""","2020"
"The Crest","Occupied No Notice","""0310""","2020"
"The Crest","Occupied No Notice","""0401""","2020"
"The Crest","Occupied No Notice","""0402""","2020"
"The Crest","Occupied No Notice","""0403""","2020"
"The Crest","Vacant Unrented Ready","""0404""","2020"
"The Crest","Occupied No Notice","""0405""","2020"
"The Crest","Occupied No Notice","""0406""","2020"
"The Crest","Occupied No Notice","""0407""","2020"
"The Crest","Occupied No Notice","""0408""","2020"
"The Crest","Occupied No Notice","""0409""","2020"
"The Crest","Vacant Unrented Ready","""0410""","2020"
"The Crest","Occupied No Notice","""0501""","2020"
"The Crest","Occupied No Notice","""0502""","2020"
"The Crest","Occupied No Notice","""0503""","2020"
"The Crest","Occupied No Notice","""0504""","2020"
"The Crest","Occupied No Notice","""0505""","2020"
"The Crest","Occupied No Notice","""0506""","2020"
"The Crest","Occupied No Notice","""0507""","2020"
"The Crest","Occupied No Notice","""0508""","2020"
"The Crest","Occupied No Notice","""0509""","2020"
"The Crest","Occupied No Notice","""0510""","2020"
"The Crest","Occupied No Notice","""0601""","2020"
"The Crest","Occupied No Notice","""0602""","2020"
"The Crest","Occupied No Notice","""0603""","2020"
"The Crest","Occupied No Notice","""0604""","2020"
"The Crest","Vacant Unrented Not Ready","""0605""","2020"
"The Crest","Occupied No Notice","""0606""","2020"
"The Crest","Occupied No Notice","""0607""","2020"
"The Crest","Occupied No Notice","""0608""","2020"
"The Crest","Notice Unrented","""0609""","2020"
"The Crest","Occupied No Notice","""0610""","2020"
"The Crest","Occupied No Notice","""0701""","2020"
"The Crest","Occupied No Notice","""0702""","2020"
"The Crest","Occupied No Notice","""0703""","2020"
"The Crest","Occupied No Notice","""0704""","2020"
"The Crest","Occupied No Notice","""0705""","2020"
"The Crest","Occupied No Notice","""0706""","2020"
"The Crest","Occupied No Notice","""0707""","2020"
"The Crest","Occupied No Notice","""0708""","2020"
"The Crest","Occupied No Notice","""0709""","2020"
"The Crest","Occupied No Notice","""0710""","2020"
"The Crest","Occupied No Notice","""0801""","2020"
"The Crest","Occupied No Notice","""0802""","2020"
"The Crest","Occupied No Notice","""0803""","2020"
"The Crest","Occupied No Notice","""0804""","2020"
"The Crest","Occupied No Notice","""0805""","2020"
"The Crest","Occupied No Notice","""0806""","2020"
"The Crest","Occupied No Notice","""0807""","2020"
"The Crest","Occupied No Notice","""0808""","2020"
"The Crest","Occupied No Notice","""0809""","2020"
"The Crest","Occupied No Notice","""0810""","2020"
"The Crest","Occupied No Notice","""0901""","2020"
"The Crest","Occupied No Notice","""0902""","2020"
"The Crest","Occupied No Notice","""0903""","2020"
"The Crest","Occupied No Notice","""0904""","2020"
"The Crest","Occupied No Notice","""0905""","2020"
"The Crest","Occupied No Notice","""0906""","2020"
"The Crest","Occupied No Notice","""0907""","2020"
"The Crest","Occupied No Notice","""0908""","2020"
"The Crest","Occupied No Notice","""0909""","2020"
"The Crest","Occupied No Notice","""0910""","2020"
"The Crest","Occupied No Notice","""1001""","2020"
"The Crest","Occupied No Notice","""1002""","2020"
"The Crest","Occupied No Notice","""1003""","2020"
"The Crest","Occupied No Notice","""1004""","2020"
"The Crest","Occupied No Notice","""1005""","2020"
"The Crest","Occupied No Notice","""1006""","2020"
"The Crest","Occupied No Notice","""1007""","2020"
"The Crest","Occupied No Notice","""1008""","2020"
"The Crest","Occupied No Notice","""1009""","2020"
"The Crest","Occupied No Notice","""1010""","2020"
"The Crest","Occupied No Notice","""1101""","2020"
"The Crest","Occupied No Notice","""1102""","2020"
"The Crest","Occupied No Notice","""1103""","2020"
"The Crest","Occupied No Notice","""1104""","2020"
"The Crest","Occupied No Notice","""1105""","2020"
"The Crest","Occupied No Notice","""1106""","2020"
"The Crest","Occupied No Notice","""1107""","2020"
"The Crest","Occupied No Notice","""1108""","2020"
"The Crest","Occupied No Notice","""1109""","2020"
"The Crest","Occupied No Notice","""1110""","2020"
"The Crest","Occupied No Notice","""1201""","2020"
"The Crest","Occupied No Notice","""1202""","2020"
"The Crest","Occupied No Notice","""1203""","2020"
"The Crest","Occupied No Notice","""1204""","2020"
"The Crest","Occupied No Notice","""1205""","2020"
"The Crest","Occupied No Notice","""1206""","2020"
"The Crest","Occupied No Notice","""1207""","2020"
"The Crest","Occupied No Notice","""1208""","2020"
"The Crest","Occupied No Notice","""1209""","2020"
"The Crest","Occupied No Notice","""1210""","2020"
"The Crest","Occupied No Notice","""1301""","2020"
"The Crest","Occupied No Notice","""1302""","2020"
"The Crest","Occupied No Notice","""1303""","2020"
"The Crest","Vacant Unrented Not Ready","""1304""","2020"
"The Crest","Occupied No Notice","""1305""","2020"
"The Crest","Occupied No Notice","""1306""","2020"
"The Elms","Occupied No Notice","""A001""","2020"
"The Elms","Vacant Unrented Not Ready","""A002""","2020"
"The Elms","Vacant Rented Not Ready","""A003""","2020"
"The Elms","Occupied No Notice","""A004""","2020"
"The Elms","Occupied No Notice","""A007""","2020"
"The Elms","Occupied No Notice","""A009""","2020"
"The Elms","Vacant Unrented Not Ready","""A010""","2020"
"The Elms","Occupied No Notice","""A101""","2020"
"The Elms","Notice Rented","""A104""","2020"
"The Elms","Occupied No Notice","""A105""","2020"
"The Elms","Occupied No Notice","""A106""","2020"
"The Elms","Occupied No Notice","""A108""","2020"
"The Elms","Occupied No Notice","""A109""","2020"
"The Elms","Notice Unrented","""A201""","2020"
"The Elms","Occupied No Notice","""A202""","2020"
"The Elms","Occupied No Notice","""A204""","2020"
"The Elms","Occupied No Notice","""A205""","2020"
"The Elms","Occupied No Notice","""A206""","2020"
"The Elms","Occupied No Notice","""A208""","2020"
"The Elms","Occupied No Notice","""A209""","2020"
"The Elms","Occupied No Notice","""A210""","2020"
"The Elms","Occupied No Notice","""A301""","2020"
"The Elms","Occupied No Notice","""A304""","2020"
"The Elms","Occupied No Notice","""A305""","2020"
"The Elms","Occupied No Notice","""A306""","2020"
"The Elms","Notice Unrented","""A308""","2020"
"The Elms","Occupied No Notice","""A309""","2020"
"The Elms","Occupied No Notice","""B101""","2020"
"The Elms","Occupied No Notice","""B102""","2020"
"The Elms","Occupied No Notice","""B103""","2020"
"The Elms","Occupied No Notice","""B104""","2020"
"The Elms","Occupied No Notice","""B105""","2020"
"The Elms","Occupied No Notice","""B106""","2020"
"The Elms","Notice Unrented","""B107""","2020"
"The Elms","Notice Unrented","""B108""","2020"
"The Elms","Notice Unrented","""B201""","2020"
"The Elms","Occupied No Notice","""B202""","2020"
"The Elms","Occupied No Notice","""B203""","2020"
"The Elms","Occupied No Notice","""B204""","2020"
"The Elms","Occupied No Notice","""B205""","2020"
"The Elms","Occupied No Notice","""B206""","2020"
"The Elms","Occupied No Notice","""B207""","2020"
"The Elms","Vacant Rented Not Ready","""B208""","2020"
"The Elms","Occupied No Notice","""B301""","2020"
"The Elms","Occupied No Notice","""B302""","2020"
"The Elms","Vacant Unrented Ready","""B303""","2020"
"The Elms","Occupied No Notice","""B304""","2020"
"The Elms","Occupied No Notice","""B305""","2020"
"The Elms","Occupied No Notice","""B306""","2020"
"The Elms","Occupied No Notice","""B307""","2020"
"The Elms","Vacant Unrented Not Ready","""B308""","2020"
"The Elms","Occupied No Notice","""C001""","2020"
"The Elms","Occupied No Notice","""C002""","2020"
"The Elms","Occupied No Notice","""C003""","2020"
"The Elms","Occupied No Notice","""C004""","2020"
"The Elms","Occupied No Notice","""C006""","2020"
"The Elms","Vacant Rented Not Ready","""C007""","2020"
"The Elms","Occupied No Notice","""C009""","2020"
"The Elms","Occupied No Notice","""C010""","2020"
"The Elms","Occupied No Notice","""C103""","2020"
"The Elms","Vacant Rented Not Ready","""C104""","2020"
"The Elms","Occupied No Notice","""C105""","2020"
"The Elms","Occupied No Notice","""C106""","2020"
"The Elms","Notice Unrented","""C107""","2020"
"The Elms","Notice Unrented","""C108""","2020"
"The Elms","Occupied No Notice","""C201""","2020"
"The Elms","Occupied No Notice","""C202""","2020"
"The Elms","Occupied No Notice","""C203""","2020"
"The Elms","Vacant Rented Not Ready","""C204""","2020"
"The Elms","Occupied No Notice","""C205""","2020"
"The Elms","Occupied No Notice","""C206""","2020"
"The Elms","Occupied No Notice","""C207""","2020"
"The Elms","Occupied No Notice","""C208""","2020"
"The Elms","Occupied No Notice","""C209""","2020"
"The Elms","Occupied No Notice","""C210""","2020"
"The Elms","Occupied No Notice","""C303""","2020"
"The Elms","Vacant Rented Not Ready","""C304""","2020"
"The Elms","Occupied No Notice","""C305""","2020"
"The Elms","Occupied No Notice","""C306""","2020"
"The Elms","Occupied No Notice","""C307""","2020"
"The Elms","Occupied No Notice","""C308""","2020"
"The Heritage","Vacant Rented Ready","""101""","2020"
"The Heritage","Occupied No Notice","""102""","2020"
"The Heritage","Occupied No Notice","""103""","2020"
"The Heritage","Occupied No Notice","""104""","2020"
"The Heritage","Occupied No Notice","""105""","2020"
"The Heritage","Occupied No Notice","""106""","2020"
"The Heritage","Occupied No Notice","""201""","2020"
"The Heritage","Occupied No Notice","""202""","2020"
"The Heritage","Occupied No Notice","""203""","2020"
"The Heritage","Occupied No Notice","""204""","2020"
"The Heritage","Occupied No Notice","""205""","2020"
"The Heritage","Occupied No Notice","""206""","2020"
"The Heritage","Occupied No Notice","""301""","2020"
"The Heritage","Occupied No Notice","""302""","2020"
"The Heritage","Occupied No Notice","""303""","2020"
"The Heritage","Vacant Unrented Ready","""304""","2020"
"The Jourdain","Occupied No Notice","""116""","2020"
"The Jourdain","Occupied No Notice","""117""","2020"
"The Jourdain","Occupied No Notice","""118""","2020"
"The Jourdain","Occupied No Notice","""119""","2020"
"The Jourdain","Notice Unrented","""122""","2020"
"The Jourdain","Occupied No Notice","""123""","2020"
"The Jourdain","Occupied No Notice","""124""","2020"
"The Jourdain","Occupied No Notice","""125""","2020"
"The Jourdain","Occupied No Notice","""250""","2020"
"The Jourdain","Occupied No Notice","""251""","2020"
"The Jourdain","Occupied No Notice","""252""","2020"
"The Jourdain","Occupied No Notice","""253""","2020"
"The Jourdain","Occupied No Notice","""254""","2020"
"The Jourdain","Occupied No Notice","""256""","2020"
"The Jourdain","Occupied No Notice","""258""","2020"
"The Jourdain","Vacant Rented Not Ready","""350""","2020"
"The Jourdain","Occupied No Notice","""351""","2020"
"The Jourdain","Occupied No Notice","""352""","2020"
"The Jourdain","Occupied No Notice","""353""","2020"
"The Jourdain","Vacant Rented Ready","""354""","2020"
"The Jourdain","Occupied No Notice","""356""","2020"
"The Jourdain","Occupied No Notice","""358""","2020"
"The Jourdain","Occupied No Notice","""360""","2020"
"The Jourdain","Occupied No Notice","""361""","2020"
"The Jourdain","Occupied No Notice","""362""","2020"
"The Jourdain","Occupied No Notice","""363""","2020"
"The Jourdain","Occupied No Notice","""364""","2020"
"The Jourdain","Occupied No Notice","""365""","2020"
"The Jourdain","Notice Unrented","""450""","2020"
"The Jourdain","Occupied No Notice","""451""","2020"
"The Jourdain","Occupied No Notice","""452""","2020"
"The Jourdain","Occupied No Notice","""453""","2020"
"The Jourdain","Occupied No Notice","""454""","2020"
"The Jourdain","Notice Unrented","""456""","2020"
"The Jourdain","Occupied No Notice","""458""","2020"
"The Jourdain","Occupied No Notice","""460""","2020"
"The Jourdain","Vacant Unrented Not Ready","""461""","2020"
"The Jourdain","Occupied No Notice","""462""","2020"
"The Jourdain","Occupied No Notice","""463""","2020"
"The Jourdain","Occupied No Notice","""464""","2020"
"The Jourdain","Notice Unrented","""465""","2020"
"The Lamoreaux","Occupied No Notice","""201""","2020"
"The Lamoreaux","Occupied No Notice","""202""","2020"
"The Lamoreaux","Occupied No Notice","""203""","2020"
"The Lamoreaux","Occupied No Notice","""204""","2020"
"The Lamoreaux","Occupied No Notice","""206""","2020"
"The Lamoreaux","Occupied No Notice","""207""","2020"
"The Lamoreaux","Occupied No Notice","""208""","2020"
"The Lamoreaux","Occupied No Notice","""209""","2020"
"The Lamoreaux","Occupied No Notice","""210""","2020"
"The Lamoreaux","Occupied No Notice","""211""","2020"
"The Lamoreaux","Occupied No Notice","""212""","2020"
"The Lamoreaux","Occupied No Notice","""213""","2020"
"The Lamoreaux","Occupied No Notice","""301""","2020"
"The Lamoreaux","Occupied No Notice","""302""","2020"
"The Lamoreaux","Occupied No Notice","""303""","2020"
"The Lamoreaux","Occupied No Notice","""304""","2020"
"The Lamoreaux","Occupied No Notice","""306""","2020"
"The Lamoreaux","Occupied No Notice","""307""","2020"
"The Lamoreaux","Occupied No Notice","""308""","2020"
"The Lamoreaux","Occupied No Notice","""309""","2020"
"The Lamoreaux","Occupied No Notice","""310""","2020"
"The Lamoreaux","Occupied No Notice","""311""","2020"
"The Lamoreaux","Occupied No Notice","""312""","2020"
"The Lamoreaux","Occupied No Notice","""313""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""401""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""402""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""403""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""404""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""405""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""406""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""407""","2020"
"The Lamoreaux Expansion","Vacant Rented Not Ready","""408""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""409""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""410""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""411""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""412""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""413""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""501""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""502""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""503""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""504""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""505""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""506""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""507""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""508""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""509""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""510""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""511""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""512""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""513""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""601""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""602""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""603""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""604""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""605""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""606""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""607""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""608""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""609""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""610""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""611""","2020"
"The Lamoreaux Expansion","Vacant Unrented Not Ready","""612""","2020"
"The Lamoreaux Expansion","Occupied No Notice","""613""","2020"
"The Landing Apartments","Occupied No Notice","""101""","2020"
"The Landing Apartments","Occupied No Notice","""102""","2020"
"The Landing Apartments","Occupied No Notice","""111""","2020"
"The Landing Apartments","Occupied No Notice","""112""","2020"
"The Landing Apartments","Occupied No Notice","""113""","2020"
"The Landing Apartments","Occupied No Notice","""114""","2020"
"The Landing Apartments","Occupied No Notice","""115""","2020"
"The Landing Apartments","Occupied No Notice","""116""","2020"
"The Landing Apartments","Occupied No Notice","""117""","2020"
"The Landing Apartments","Occupied No Notice","""118""","2020"
"The Landing Apartments","Occupied No Notice","""119""","2020"
"The Landing Apartments","Occupied No Notice","""120""","2020"
"The Landing Apartments","Occupied No Notice","""201""","2020"
"The Landing Apartments","Occupied No Notice","""202""","2020"
"The Landing Apartments","Occupied No Notice","""203""","2020"
"The Landing Apartments","Occupied No Notice","""204""","2020"
"The Landing Apartments","Occupied No Notice","""206""","2020"
"The Landing Apartments","Occupied No Notice","""208""","2020"
"The Landing Apartments","Occupied No Notice","""210""","2020"
"The Landing Apartments","Occupied No Notice","""211""","2020"
"The Landing Apartments","Occupied No Notice","""212""","2020"
"The Landing Apartments","Occupied No Notice","""213""","2020"
"The Landing Apartments","Occupied No Notice","""214""","2020"
"The Landing Apartments","Occupied No Notice","""215""","2020"
"The Landing Apartments","Occupied No Notice","""216""","2020"
"The Landing Apartments","Occupied No Notice","""217""","2020"
"The Landing Apartments","Occupied No Notice","""218""","2020"
"The Landing Apartments","Occupied No Notice","""219""","2020"
"The Landing Apartments","Occupied No Notice","""220""","2020"
"The Landing Apartments","Occupied No Notice","""301""","2020"
"The Landing Apartments","Occupied No Notice","""302""","2020"
"The Landing Apartments","Occupied No Notice","""303""","2020"
"The Landing Apartments","Occupied No Notice","""304""","2020"
"The Landing Apartments","Occupied No Notice","""306""","2020"
"The Landing Apartments","Occupied No Notice","""308""","2020"
"The Landing Apartments","Occupied No Notice","""310""","2020"
"The Landing Apartments","Occupied No Notice","""311""","2020"
"The Landing Apartments","Occupied No Notice","""312""","2020"
"The Landing Apartments","Occupied No Notice","""313""","2020"
"The Landing Apartments","Occupied No Notice","""314""","2020"
"The Landing Apartments","Occupied No Notice","""315""","2020"
"The Landing Apartments","Occupied No Notice","""316""","2020"
"The Landing Apartments","Occupied No Notice","""317""","2020"
"The Landing Apartments","Occupied No Notice","""318""","2020"
"The Landing Apartments","Occupied No Notice","""319""","2020"
"The Landing Apartments","Occupied No Notice","""320""","2020"
"The Landing Apartments","Occupied No Notice","""401""","2020"
"The Landing Apartments","Occupied No Notice","""402""","2020"
"The Landing Apartments","Occupied No Notice","""403""","2020"
"The Landing Apartments","Occupied No Notice","""404""","2020"
"The Landing Apartments","Occupied No Notice","""406""","2020"
"The Landing Apartments","Occupied No Notice","""408""","2020"
"The Landing Apartments","Occupied No Notice","""410""","2020"
"The Landing Apartments","Occupied No Notice","""412""","2020"
"The Louis","Occupied No Notice","""101""","2020"
"The Louis","Vacant Rented Not Ready","""102""","2020"
"The Louis","Occupied No Notice","""103""","2020"
"The Louis","Occupied No Notice","""104""","2020"
"The Louis","Occupied No Notice","""105""","2020"
"The Louis","Occupied No Notice","""106""","2020"
"The Louis","Occupied No Notice","""107""","2020"
"The Louis","Occupied No Notice","""108""","2020"
"The Louis","Occupied No Notice","""109""","2020"
"The Louis","Vacant Rented Not Ready","""110""","2020"
"The Louis","Occupied No Notice","""111""","2020"
"The Louis","Occupied No Notice","""201""","2020"
"The Louis","Occupied No Notice","""202""","2020"
"The Louis","Vacant Rented Not Ready","""203""","2020"
"The Louis","Vacant Rented Not Ready","""204""","2020"
"The Louis","Vacant Rented Not Ready","""205""","2020"
"The Louis","Vacant Rented Not Ready","""206""","2020"
"The Louis","Occupied No Notice","""207""","2020"
"The Louis","Occupied No Notice","""208""","2020"
"The Louis","Occupied No Notice","""209""","2020"
"The Louis","Occupied No Notice","""210""","2020"
"The Louis","Occupied No Notice","""211""","2020"
"The Louis","Notice Unrented","""212""","2020"
"The Louis","Occupied No Notice","""213""","2020"
"The Louis","Occupied No Notice","""214""","2020"
"The Louis","Notice Unrented","""301""","2020"
"The Louis","Occupied No Notice","""302""","2020"
"The Louis","Occupied No Notice","""303""","2020"
"The Louis","Vacant Rented Not Ready","""304""","2020"
"The Louis","Occupied No Notice","""305""","2020"
"The Louis","Vacant Rented Not Ready","""306""","2020"
"The Louis","Occupied No Notice","""307""","2020"
"The Louis","Occupied No Notice","""308""","2020"
"The Louis","Occupied No Notice","""309""","2020"
"The Louis","Occupied No Notice","""310""","2020"
"The Louis","Occupied No Notice","""311""","2020"
"The Louis","Occupied No Notice","""312""","2020"
"The Louis","Notice Rented","""313""","2020"
"The Louis","Notice Unrented","""314""","2020"
"The Louis","Occupied No Notice","""315""","2020"
"The Louis","Vacant Rented Not Ready","""401""","2020"
"The Louis","Notice Rented","""402""","2020"
"The Louis","Occupied No Notice","""403""","2020"
"The Louis","Occupied No Notice","""404""","2020"
"The Louis","Vacant Rented Not Ready","""405""","2020"
"The Louis","Occupied No Notice","""406""","2020"
"The Louis","Occupied No Notice","""407""","2020"
"The Louis","Occupied No Notice","""408""","2020"
"The Louis","Notice Unrented","""409""","2020"
"The Louis","Occupied No Notice","""410""","2020"
"The Louis","Occupied No Notice","""411""","2020"
"The Louis","Occupied No Notice","""412""","2020"
"The Louis","Occupied No Notice","""413""","2020"
