"HomeScore Units Export"
""
"Property=.all"
"Property","Status","Unit Number","Year"
"Pine Cliff","Occupied No Notice","""108""","2020"
"Pine Cliff","Occupied No Notice","""109""","2020"
"Pine Cliff","Occupied No Notice","""200""","2020"
"Pine Cliff","Occupied No Notice","""201""","2020"
"Pine Cliff","Occupied No Notice","""202""","2020"
"Pine Cliff","Occupied No Notice","""203""","2020"
"Pine Cliff","Occupied No Notice","""204""","2020"
"Pine Cliff","Occupied No Notice","""205""","2020"
"Pine Cliff","Occupied No Notice","""206""","2020"
"Pine Cliff","Occupied No Notice","""207""","2020"
"Pine Cliff","Occupied No Notice","""208""","2020"
"Pine Cliff","Occupied No Notice","""209""","2020"
"Pine Cliff","Occupied No Notice","""300""","2020"
"Pine Cliff","Vacant Unrented Not Ready","""301""","2020"
"Pine Cliff","Occupied No Notice","""302""","2020"
"Pine Cliff","Occupied No Notice","""303""","2020"
"Pine Cliff","Occupied No Notice","""304""","2020"
"Pine Cliff","Occupied No Notice","""305""","2020"
"Pine Cliff","Occupied No Notice","""306""","2020"
"Pine Cliff","Notice Rented","""307""","2020"
"Pine Cliff","Occupied No Notice","""308""","2020"
"Pine Cliff","Occupied No Notice","""309""","2020"
"Renaissance Box","Occupied No Notice","""108""","2020"
"Renaissance Box","Occupied No Notice","""109""","2020"
"Renaissance Box","Occupied No Notice","""110""","2020"
"Renaissance Box","Occupied No Notice","""111""","2020"
"Renaissance Box","Notice Unrented","""113""","2020"
"Renaissance Box","Occupied No Notice","""114""","2020"
"Renaissance Box","Occupied No Notice","""115""","2020"
"Renaissance Box","Occupied No Notice","""116""","2020"
"Renaissance Box","Occupied No Notice","""117""","2020"
"Renaissance Box","Occupied No Notice","""200""","2020"
"Renaissance Box","Occupied No Notice","""201""","2020"
"Renaissance Box","Occupied No Notice","""202""","2020"
"Renaissance Box","Occupied No Notice","""203""","2020"
"Renaissance Box","Occupied No Notice","""204""","2020"
"Renaissance Box","Occupied No Notice","""205""","2020"
"Renaissance Box","Occupied No Notice","""206""","2020"
"Renaissance Box","Occupied No Notice","""207""","2020"
"Renaissance Box","Occupied No Notice","""208""","2020"
"Renaissance Box","Occupied No Notice","""209""","2020"
"Renaissance Box","Occupied No Notice","""210""","2020"
"Renaissance Box","Occupied No Notice","""300""","2020"
"Renaissance Box","Occupied No Notice","""301""","2020"
"Renaissance Box","Occupied No Notice","""302""","2020"
"Renaissance Box","Occupied No Notice","""303""","2020"
"Renaissance Box","Occupied No Notice","""304""","2020"
"Renaissance Box","Occupied No Notice","""305""","2020"
"Renaissance Box","Vacant Rented Ready","""306""","2020"
"Renaissance Box","Vacant Rented Not Ready","""307""","2020"
"Renaissance Box","Vacant Rented Not Ready","""308""","2020"
"Renaissance Box","Vacant Unrented Not Ready","""309""","2020"
"Renaissance Box","Occupied No Notice","""310""","2020"
"Renaissance Box","Occupied No Notice","""400""","2020"
"Renaissance Box","Occupied No Notice","""401""","2020"
"Renaissance Box","Vacant Rented Not Ready","""402""","2020"
"Renaissance Box","Occupied No Notice","""403""","2020"
"Renaissance Box","Occupied No Notice","""404""","2020"
"Renaissance Box","Occupied No Notice","""405""","2020"
"Renaissance Box","Occupied No Notice","""406""","2020"
"Renaissance Box","Occupied No Notice","""407""","2020"
"Renaissance Box","Vacant Unrented Ready","""408""","2020"
"Renaissance Box","Occupied No Notice","""409""","2020"
"Renaissance Box","Occupied No Notice","""410""","2020"
"Renaissance Box","Occupied No Notice","""500""","2020"
"Renaissance Box","Occupied No Notice","""501""","2020"
"Renaissance Box","Occupied No Notice","""502""","2020"
"Renaissance Box","Notice Unrented","""503""","2020"
"Renaissance Box","Occupied No Notice","""504""","2020"
"Renaissance Box","Occupied No Notice","""505""","2020"
"Renaissance Box","Occupied No Notice","""506""","2020"
"Renaissance Box","Occupied No Notice","""507""","2020"
"Renaissance Box","Occupied No Notice","""508""","2020"
"Renaissance Box","Occupied No Notice","""509""","2020"
"Renaissance Box","Vacant Rented Ready","""510""","2020"
"Renaissance Box","Occupied No Notice","""600""","2020"
"Renaissance Box","Vacant Rented Not Ready","""601""","2020"
"Renaissance Box","Occupied No Notice","""602""","2020"
"Renaissance Box","Notice Rented","""603""","2020"
"Renaissance Box","Vacant Unrented Not Ready","""604""","2020"
"Renaissance Box","Occupied No Notice","""605""","2020"
"Renaissance Box","Occupied No Notice","""606""","2020"
"Renaissance Box","Occupied No Notice","""607""","2020"
"Renaissance Box","Occupied No Notice","""608""","2020"
"Renaissance Box","Vacant Rented Not Ready","""609""","2020"
"Renaissance Box","Occupied No Notice","""610""","2020"
"Renaissance Box","Vacant Unrented Not Ready","""703""","2020"
"Renaissance Box","Occupied No Notice","""704""","2020"
"Renaissance Box","Occupied No Notice","""705""","2020"
"Renaissance Box","Vacant Rented Not Ready","""706""","2020"
"Renaissance Box","Occupied No Notice","""707""","2020"
"Renaissance Box","Occupied No Notice","""708""","2020"
"Ripley Gardens","Occupied No Notice","""301001""","2020"
"Ripley Gardens","Occupied No Notice","""301101""","2020"
"Ripley Gardens","Occupied No Notice","""301102""","2020"
"Ripley Gardens","Occupied No Notice","""301103""","2020"
"Ripley Gardens","Occupied No Notice","""301104""","2020"
"Ripley Gardens","Occupied No Notice","""301105""","2020"
"Ripley Gardens","Occupied No Notice","""301106""","2020"
"Ripley Gardens","Occupied No Notice","""301107""","2020"
"Ripley Gardens","Occupied No Notice","""301108""","2020"
"Ripley Gardens","Occupied No Notice","""301109""","2020"
"Ripley Gardens","Occupied No Notice","""301110""","2020"
"Ripley Gardens","Notice Unrented","""301201""","2020"
"Ripley Gardens","Vacant Rented Not Ready","""301202""","2020"
"Ripley Gardens","Occupied No Notice","""301203""","2020"
"Ripley Gardens","Occupied No Notice","""301204""","2020"
"Ripley Gardens","Occupied No Notice","""301205""","2020"
"Ripley Gardens","Occupied No Notice","""301206""","2020"
"Ripley Gardens","Occupied No Notice","""301207""","2020"
"Ripley Gardens","Occupied No Notice","""301208""","2020"
"Ripley Gardens","Occupied No Notice","""301209""","2020"
"Ripley Gardens","Occupied No Notice","""301210""","2020"
"Ripley Gardens","Occupied No Notice","""301301""","2020"
"Ripley Gardens","Occupied No Notice","""301302""","2020"
"Ripley Gardens","Occupied No Notice","""301303""","2020"
"Ripley Gardens","Occupied No Notice","""301304""","2020"
"Ripley Gardens","Vacant Rented Ready","""301305""","2020"
"Ripley Gardens","Occupied No Notice","""301306""","2020"
"Ripley Gardens","Occupied No Notice","""301307""","2020"
"Ripley Gardens","Occupied No Notice","""301308""","2020"
"Ripley Gardens","Occupied No Notice","""301309""","2020"
"Ripley Gardens","Notice Unrented","""301310""","2020"
"Ripley Gardens","Occupied No Notice","""305""","2020"
"Ripley Gardens","Occupied No Notice","""310002""","2020"
"Ripley Gardens","Occupied No Notice","""310105""","2020"
"Ripley Gardens","Occupied No Notice","""310106""","2020"
"Ripley Gardens","Occupied No Notice","""310107""","2020"
"Ripley Gardens","Occupied No Notice","""310108""","2020"
"Ripley Gardens","Occupied No Notice","""310109""","2020"
"Ripley Gardens","Occupied No Notice","""310202""","2020"
"Ripley Gardens","Occupied No Notice","""310204""","2020"
"Ripley Gardens","Occupied No Notice","""310206""","2020"
"Ripley Gardens","Occupied No Notice","""310207""","2020"
"Ripley Gardens","Occupied No Notice","""310209""","2020"
"Ripley Gardens","Vacant Rented Not Ready","""310302""","2020"
"Ripley Gardens","Occupied No Notice","""310303""","2020"
"Ripley Gardens","Occupied No Notice","""310304""","2020"
"Ripley Gardens","Occupied No Notice","""310305""","2020"
"Ripley Gardens","Occupied No Notice","""310306""","2020"
"Ripley Gardens","Occupied No Notice","""310307""","2020"
"Ripley Gardens","Vacant Unrented Not Ready","""311001""","2020"
"Ripley Gardens","Occupied No Notice","""311002""","2020"
"Ripley Gardens","Occupied No Notice","""311003""","2020"
"Seasons Park","Occupied No Notice","""1000-101""","2020"
"Seasons Park","Vacant Unrented Not Ready","""1000-102""","2020"
"Seasons Park","Occupied No Notice","""1000-103""","2020"
"Seasons Park","Occupied No Notice","""1000-104""","2020"
"Seasons Park","Occupied No Notice","""1000-105""","2020"
"Seasons Park","Occupied No Notice","""1000-106""","2020"
"Seasons Park","Down","""1000-107""","2020"
"Seasons Park","Occupied No Notice","""1000-108""","2020"
"Seasons Park","Occupied No Notice","""1000-109""","2020"
"Seasons Park","Vacant Rented Not Ready","""1000-110""","2020"
"Seasons Park","Occupied No Notice","""1000-201""","2020"
"Seasons Park","Vacant Rented Not Ready","""1000-202""","2020"
"Seasons Park","Occupied No Notice","""1000-203""","2020"
"Seasons Park","Occupied No Notice","""1000-204""","2020"
"Seasons Park","Down","""1000-205""","2020"
"Seasons Park","Occupied No Notice","""1000-206""","2020"
"Seasons Park","Occupied No Notice","""1000-207""","2020"
"Seasons Park","Occupied No Notice","""1000-208""","2020"
"Seasons Park","Notice Unrented","""1000-209""","2020"
"Seasons Park","Occupied No Notice","""1000-210""","2020"
"Seasons Park","Occupied No Notice","""1000-211""","2020"
"Seasons Park","Occupied No Notice","""1000-301""","2020"
"Seasons Park","Occupied No Notice","""1000-302""","2020"
"Seasons Park","Occupied No Notice","""1000-303""","2020"
"Seasons Park","Occupied No Notice","""1000-304""","2020"
"Seasons Park","Occupied No Notice","""1000-305""","2020"
"Seasons Park","Vacant Unrented Not Ready","""1000-306""","2020"
"Seasons Park","Occupied No Notice","""1000-307""","2020"
"Seasons Park","Occupied No Notice","""1000-308""","2020"
"Seasons Park","Occupied No Notice","""1000-309""","2020"
"Seasons Park","Occupied No Notice","""1000-310""","2020"
"Seasons Park","Occupied No Notice","""1000-311""","2020"
"Seasons Park","Occupied No Notice","""1001-101""","2020"
"Seasons Park","Occupied No Notice","""1001-102""","2020"
"Seasons Park","Occupied No Notice","""1001-103""","2020"
"Seasons Park","Occupied No Notice","""1001-104""","2020"
"Seasons Park","Occupied No Notice","""1001-105""","2020"
"Seasons Park","Occupied No Notice","""1001-106""","2020"
"Seasons Park","Occupied No Notice","""1001-107""","2020"
"Seasons Park","Occupied No Notice","""1001-108""","2020"
"Seasons Park","Occupied No Notice","""1001-109""","2020"
"Seasons Park","Occupied No Notice","""1001-110""","2020"
"Seasons Park","Vacant Rented Not Ready","""1001-111""","2020"
"Seasons Park","Notice Unrented","""1001-112""","2020"
"Seasons Park","Occupied No Notice","""1001-113""","2020"
"Seasons Park","Occupied No Notice","""1001-201""","2020"
"Seasons Park","Vacant Unrented Not Ready","""1001-202""","2020"
"Seasons Park","Occupied No Notice","""1001-203""","2020"
"Seasons Park","Occupied No Notice","""1001-204""","2020"
"Seasons Park","Occupied No Notice","""1001-205""","2020"
"Seasons Park","Occupied No Notice","""1001-206""","2020"
"Seasons Park","Occupied No Notice","""1001-207""","2020"
"Seasons Park","Occupied No Notice","""1001-208""","2020"
"Seasons Park","Occupied No Notice","""1001-209""","2020"
"Seasons Park","Occupied No Notice","""1001-210""","2020"
"Seasons Park","Vacant Rented Not Ready","""1001-211""","2020"
"Seasons Park","Occupied No Notice","""1001-212""","2020"
"Seasons Park","Occupied No Notice","""1001-213""","2020"
"Seasons Park","Occupied No Notice","""1001-214""","2020"
"Seasons Park","Occupied No Notice","""1001-215""","2020"
"Seasons Park","Occupied No Notice","""1001-301""","2020"
"Seasons Park","Occupied No Notice","""1001-302""","2020"
"Seasons Park","Down","""1001-303""","2020"
"Seasons Park","Occupied No Notice","""1001-304""","2020"
"Seasons Park","Occupied No Notice","""1001-305""","2020"
"Seasons Park","Occupied No Notice","""1001-306""","2020"
"Seasons Park","Occupied No Notice","""1001-307""","2020"
"Seasons Park","Notice Unrented","""1001-308""","2020"
"Seasons Park","Notice Unrented","""1001-309""","2020"
"Seasons Park","Occupied No Notice","""1001-310""","2020"
"Seasons Park","Occupied No Notice","""1001-311""","2020"
"Seasons Park","Occupied No Notice","""1001-312""","2020"
"Seasons Park","Occupied No Notice","""1001-313""","2020"
"Seasons Park","Occupied No Notice","""1001-314""","2020"
"Seasons Park","Vacant Unrented Ready","""1001-315""","2020"
"Seasons Park","Occupied No Notice","""620-101""","2020"
"Seasons Park","Occupied No Notice","""620-102""","2020"
"Seasons Park","Down","""620-103""","2020"
"Seasons Park","Occupied No Notice","""620-104""","2020"
"Seasons Park","Notice Unrented","""620-105""","2020"
"Seasons Park","Occupied No Notice","""620-201""","2020"
"Seasons Park","Occupied No Notice","""620-202""","2020"
"Seasons Park","Occupied No Notice","""620-203""","2020"
"Seasons Park","Down","""620-204""","2020"
"Seasons Park","Occupied No Notice","""620-205""","2020"
"Seasons Park","Occupied No Notice","""620-206""","2020"
"Seasons Park","Occupied No Notice","""620-301""","2020"
"Seasons Park","Occupied No Notice","""620-302""","2020"
"Seasons Park","Occupied No Notice","""620-303""","2020"
"Seasons Park","Vacant Rented Not Ready","""620-304""","2020"
"Seasons Park","Occupied No Notice","""620-305""","2020"
"Seasons Park","Occupied No Notice","""620-306""","2020"
"Seasons Park","Occupied No Notice","""626-101""","2020"
"Seasons Park","Occupied No Notice","""626-102""","2020"
"Seasons Park","Occupied No Notice","""626-103""","2020"
"Seasons Park","Notice Unrented","""626-104""","2020"
"Seasons Park","Occupied No Notice","""626-105""","2020"
"Seasons Park","Occupied No Notice","""626-201""","2020"
"Seasons Park","Occupied No Notice","""626-202""","2020"
"Seasons Park","Occupied No Notice","""626-203""","2020"
"Seasons Park","Occupied No Notice","""626-204""","2020"
"Seasons Park","Occupied No Notice","""626-205""","2020"
"Seasons Park","Occupied No Notice","""626-206""","2020"
"Seasons Park","Occupied No Notice","""626-301""","2020"
"Seasons Park","Occupied No Notice","""626-302""","2020"
"Seasons Park","Occupied No Notice","""626-303""","2020"
"Seasons Park","Down","""626-304""","2020"
"Seasons Park","Vacant Rented Not Ready","""626-305""","2020"
"Seasons Park","Occupied No Notice","""626-306""","2020"
"Seasons Park","Notice Unrented","""632-101""","2020"
"Seasons Park","Notice Unrented","""632-102""","2020"
"Seasons Park","Occupied No Notice","""632-103""","2020"
"Seasons Park","Occupied No Notice","""632-105""","2020"
"Seasons Park","Down","""632-106""","2020"
"Seasons Park","Vacant Unrented Not Ready","""632-201""","2020"
"Seasons Park","Occupied No Notice","""632-202""","2020"
"Seasons Park","Occupied No Notice","""632-203""","2020"
"Seasons Park","Occupied No Notice","""632-204""","2020"
"Seasons Park","Occupied No Notice","""632-205""","2020"
"Seasons Park","Occupied No Notice","""632-206""","2020"
"Seasons Park","Occupied No Notice","""632-301""","2020"
"Seasons Park","Occupied No Notice","""632-302""","2020"
"Seasons Park","Occupied No Notice","""632-303""","2020"
"Seasons Park","Occupied No Notice","""632-304""","2020"
"Seasons Park","Occupied No Notice","""632-305""","2020"
"Seasons Park","Occupied No Notice","""632-306""","2020"
"Seasons Park","Vacant Unrented Not Ready","""638-101""","2020"
"Seasons Park","Occupied No Notice","""638-102""","2020"
"Seasons Park","Occupied No Notice","""638-104""","2020"
"Seasons Park","Occupied No Notice","""638-105""","2020"
"Seasons Park","Occupied No Notice","""638-106""","2020"
"Seasons Park","Occupied No Notice","""638-201""","2020"
"Seasons Park","Occupied No Notice","""638-202""","2020"
"Seasons Park","Vacant Rented Not Ready","""638-203""","2020"
"Seasons Park","Occupied No Notice","""638-204""","2020"
"Seasons Park","Occupied No Notice","""638-205""","2020"
"Seasons Park","Occupied No Notice","""638-206""","2020"
"Seasons Park","Occupied No Notice","""638-301""","2020"
"Seasons Park","Occupied No Notice","""638-302""","2020"
"Seasons Park","Occupied No Notice","""638-303""","2020"
"Seasons Park","Occupied No Notice","""638-304""","2020"
"Seasons Park","Occupied No Notice","""638-305""","2020"
"Seasons Park","Occupied No Notice","""638-306""","2020"
"Seasons Park","Occupied No Notice","""701-101""","2020"
"Seasons Park","Occupied No Notice","""701-102""","2020"
"Seasons Park","Occupied No Notice","""701-103""","2020"
"Seasons Park","Occupied No Notice","""701-105""","2020"
"Seasons Park","Occupied No Notice","""701-106""","2020"
"Seasons Park","Vacant Rented Not Ready","""701-201""","2020"
